customer_id,full_name,city,state,recency,frequency,monetary,R_score,F_score,M_score,RFM_score,segment
C00409,"Aisha Singh",Visakhapatnam,"Andhra pradesh",130,4,11618.84,3,4,3,10,Loyal
C00331,"Samar Das",Kolkata,"West bengal",122,5,11616.77,3,4,3,10,Loyal
C01919,"Diya Kulkarni",Chennai,"Tamil nadu",112,3,11611.84,3,3,3,9,Regulars
C01370,"Isha Mukherjee",Visakhapatnam,"Andhra pradesh",37,3,11570.08,5,3,3,11,Regulars
C01557,"Rohan Reddy",Jaipur,Rajasthan,157,3,11568.20,2,3,3,8,"At Risk"
C00497,"Aditya Menon",Visakhapatnam,"Andhra pradesh",83,2,11565.02,4,2,3,9,Regulars
C01198,"Ritu Reddy",Delhi,Delhi,129,3,11545.00,3,3,3,9,Regulars
C01093,"Isha Kulkarni",Kolkata,"West bengal",201,2,11540.45,2,2,3,7,"At Risk"
C01417,"Rahul Rao",Delhi,Delhi,206,2,11535.37,2,2,3,7,"At Risk"
C00411,"Ria Rao",Pune,Maharashtra,195,3,11529.18,2,2,3,7,"At Risk"
C01135,"Irfan Nair",Delhi,Delhi,61,3,11527.24,4,3,3,10,Regulars
C01853,"Kabir Mishra",Pune,Maharashtra,79,4,11508.81,4,4,3,11,Loyal
C01595,"Ananya Iyer",Hyderabad,Telangana,148,4,11493.53,2,4,3,9,"At Risk"
C00378,"Aditya Menon",Visakhapatnam,"Andhra pradesh",253,2,11465.50,1,1,3,5,"At Risk"
C00468,"Vikram Mukherjee",Lucknow,"Uttar pradesh",101,4,11462.45,3,4,3,10,Loyal
C01412,"Ananya Mishra",Hyderabad,Telangana,63,3,11452.07,4,3,3,10,Regulars
C01175,"Aditya Patel",Ahmedabad,Gujarat,237,3,11434.91,1,2,3,6,"At Risk"
C01032,"Rohan Basu",Bengaluru,Karnataka,280,3,11428.64,1,2,3,6,"At Risk"
C01678,"Ananya Iyer",Jaipur,Rajasthan,212,3,11417.81,1,2,3,6,"At Risk"
C00176,"Aarav Singh",Kochi,Kerala,98,4,11409.10,3,4,3,10,Loyal
C01758,"Neha Singh",Visakhapatnam,"Andhra pradesh",85,5,11406.24,4,5,3,12,Loyal
C01753,"Vikram Khan",Kolkata,"West bengal",123,3,11405.42,3,3,3,9,Regulars
C00669,"Samar Rao",Hyderabad,Telangana,145,2,11391.24,2,2,3,7,"At Risk"
C01494,"Aarav Mukherjee",Kochi,Kerala,122,3,11376.94,3,3,3,9,Regulars
C01146,"Ritu Khan",Ahmedabad,Gujarat,224,4,11369.24,1,3,3,7,"At Risk"
C00677,"Ria Iyer",Mumbai,Maharashtra,61,5,11366.99,5,5,3,13,Loyal
C00917,"Kavya Sharma",Bengaluru,Karnataka,82,4,11344.56,4,4,3,11,Loyal
C01681,"Ananya Sharma",Lucknow,"Uttar pradesh",65,2,11330.32,4,2,3,9,Regulars
C01386,"Vivaan Das",Pune,Maharashtra,95,3,11328.07,3,3,3,9,Regulars
C00205,"Vikram Reddy",Bengaluru,Karnataka,67,2,11315.25,4,2,3,9,Regulars
C01920,"Anvi Das",Delhi,Delhi,80,3,11314.39,4,3,3,10,Regulars
C01676,"Kabir Chowdhury",Ahmedabad,Gujarat,119,4,11311.79,3,4,3,10,Loyal
C00386,"Ria Kulkarni",Mumbai,Maharashtra,57,3,11304.38,5,3,3,11,Regulars
C00300,"Anvi Naidu",Chennai,"Tamil nadu",70,4,11296.44,4,4,3,11,Loyal
C01725,"Anvi Menon",Kolkata,"West bengal",95,6,11295.41,3,5,3,11,Loyal
C01045,"Diya Basu",Pune,Maharashtra,71,2,11270.23,4,2,3,9,Regulars
C01744,"Sanya Basu",Jaipur,Rajasthan,213,3,11264.34,1,2,3,6,"At Risk"
C01319,"Vikram Chowdhury",Kolkata,"West bengal",40,4,11240.44,5,4,3,12,Loyal
C01439,"Diya Naidu",Lucknow,"Uttar pradesh",46,4,11239.19,5,4,3,12,Loyal
C00657,"Sneha Menon",Chennai,"Tamil nadu",61,1,11225.25,5,1,3,9,Regulars
C01034,"Anvi Gupta",Chennai,"Tamil nadu",212,3,11208.37,1,2,3,6,"At Risk"
C00311,"Rohan Sharma",Pune,Maharashtra,64,3,11207.04,4,3,3,10,Regulars
C00624,"Aditya Iyer",Jaipur,Rajasthan,158,4,11179.60,2,4,3,9,"At Risk"
C00557,"Sanya Joshi",Jaipur,Rajasthan,188,2,11172.16,2,2,3,7,"At Risk"
C00035,"Diya Khan",Kochi,Kerala,142,3,11162.97,2,3,3,8,"At Risk"
C00547,"Rahul Reddy",Delhi,Delhi,214,2,11139.45,1,2,3,6,"At Risk"
C00379,"Ritu Chandra",Pune,Maharashtra,242,4,11130.35,1,3,3,7,"At Risk"
C01401,"Neha Khan",Kochi,Kerala,79,4,11128.45,4,4,3,11,Loyal
C01746,"Anvi Naidu",Hyderabad,Telangana,101,4,11111.25,3,4,3,10,Loyal
C01192,"Ananya Naidu",Kolkata,"West bengal",101,3,11106.68,3,3,3,9,Regulars
C01656,"Aditya Kulkarni",Chennai,"Tamil nadu",91,5,11104.27,4,5,3,12,Loyal
C01783,"Aarav Rao",Visakhapatnam,"Andhra pradesh",52,5,11080.91,5,5,3,13,Loyal
C00790,"Aisha Joshi",Kochi,Kerala,63,3,11078.98,4,3,3,10,Regulars
C01779,"Rohan Joshi",Visakhapatnam,"Andhra pradesh",87,3,11066.49,4,3,3,10,Regulars
C00892,"Aarav Das",Hyderabad,Telangana,58,4,11064.00,5,4,3,12,Loyal
C00914,"Vikram Joshi",Kochi,Kerala,51,4,11052.88,5,4,3,12,Loyal
C00441,"Irfan Kulkarni",Jaipur,Rajasthan,136,3,10966.31,2,3,3,8,"At Risk"
C01765,"Kabir Das",Kochi,Kerala,155,3,10949.57,2,3,3,8,"At Risk"
C00909,"Neha Chandra",Bengaluru,Karnataka,128,5,10942.14,3,4,3,10,Loyal
C01782,"Aarav Gupta",Jaipur,Rajasthan,257,3,10924.93,1,2,3,6,"At Risk"
C00921,"Diya Kulkarni",Visakhapatnam,"Andhra pradesh",90,6,10921.09,4,5,3,12,Loyal
C00499,"Sanya Basu",Kolkata,"West bengal",82,4,10911.63,4,4,3,11,Loyal
C01820,"Aarav Mukherjee",Kochi,Kerala,109,4,10909.34,3,4,3,10,Loyal
C01530,"Rohan Sharma",Delhi,Delhi,168,6,10897.05,2,5,3,10,"At Risk"
C00225,"Ritu Singh",Kochi,Kerala,50,3,10884.72,5,3,3,11,Regulars
C01554,"Vikram Naidu",Kolkata,"West bengal",144,5,10870.26,2,4,3,9,"At Risk"
C01084,"Aarav Patel",Chennai,"Tamil nadu",108,4,10862.12,3,4,3,10,Loyal
C00805,"Kavya Reddy",Ahmedabad,Gujarat,193,4,10822.27,2,3,3,8,"At Risk"
C00802,"Sanya Kulkarni",Visakhapatnam,"Andhra pradesh",76,4,10812.78,4,4,3,11,Loyal
C00887,"Sneha Rao",Mumbai,Maharashtra,37,3,10794.78,5,3,3,11,Regulars
C01324,"Sanya Khan",Lucknow,"Uttar pradesh",50,5,10791.98,5,5,3,13,Loyal
C01962,"Diya Rao",Visakhapatnam,"Andhra pradesh",44,6,10791.96,5,5,3,13,Loyal
C01659,"Rohan Rao",Pune,Maharashtra,49,3,10790.08,5,3,3,11,Regulars
C00977,"Sneha Mukherjee",Kochi,Kerala,84,5,10755.50,4,5,3,12,Loyal
C00861,"Sanya Mukherjee",Lucknow,"Uttar pradesh",112,6,10753.51,3,5,3,11,Loyal
C00566,"Ria Mishra",Lucknow,"Uttar pradesh",166,3,10735.84,2,3,3,8,"At Risk"
C01103,"Kavya Chowdhury",Delhi,Delhi,179,5,10733.23,2,4,3,9,"At Risk"
C00316,"Ananya Rao",Kolkata,"West bengal",161,4,10725.00,2,4,3,9,"At Risk"
C00055,"Neha Mishra",Lucknow,"Uttar pradesh",65,4,10709.31,4,4,3,11,Loyal
C00458,"Ria Iyer",Lucknow,"Uttar pradesh",167,4,10701.98,2,4,3,9,"At Risk"
C00129,"Sanya Gupta",Kolkata,"West bengal",48,4,10699.26,5,4,3,12,Loyal
C00588,"Aarav Joshi",Pune,Maharashtra,188,5,10691.22,2,4,3,9,"At Risk"
C00319,"Anvi Reddy",Hyderabad,Telangana,354,2,10690.12,1,1,3,5,"At Risk"
C00837,"Anvi Kulkarni",Jaipur,Rajasthan,126,5,10689.41,3,4,3,10,Loyal
C01684,"Vivaan Basu",Lucknow,"Uttar pradesh",160,2,10685.00,2,2,3,7,"At Risk"
C01963,"Kavya Menon",Pune,Maharashtra,59,2,10683.54,5,2,3,10,Regulars
C00428,"Ritu Mukherjee",Kolkata,"West bengal",56,3,10678.00,5,3,3,11,Regulars
C00605,"Aarav Menon",Jaipur,Rajasthan,154,2,10673.65,2,2,3,7,"At Risk"
C00493,"Neha Menon",Chennai,"Tamil nadu",73,3,10655.57,4,3,3,10,Regulars
C00042,"Ananya Mukherjee",Kolkata,"West bengal",118,3,10628.78,3,3,3,9,Regulars
C01485,"Ritu Mishra",Bengaluru,Karnataka,88,2,10619.45,4,2,3,9,Regulars
C00512,"Neha Nair",Visakhapatnam,"Andhra pradesh",99,2,10598.70,3,2,3,8,Regulars
C01787,"Aisha Khan",Chennai,"Tamil nadu",248,3,10596.69,1,2,3,6,"At Risk"
C01507,"Ria Gupta",Ahmedabad,Gujarat,86,6,10572.98,4,5,3,12,Loyal
C00105,"Aarav Rao",Visakhapatnam,"Andhra pradesh",203,2,10567.68,2,2,3,7,"At Risk"
C00098,"Aarav Nair",Ahmedabad,Gujarat,173,5,10559.16,2,4,3,9,"At Risk"
C00524,"Vikram Verma",Ahmedabad,Gujarat,74,3,10557.39,4,3,3,10,Regulars
C00536,"Ananya Khan",Delhi,Delhi,137,4,10555.10,2,4,3,9,"At Risk"
C01199,"Samar Naidu",Kolkata,"West bengal",92,4,10500.60,4,4,3,11,Loyal
C01952,"Anvi Gupta",Pune,Maharashtra,229,4,10492.30,1,3,3,7,"At Risk"
C01813,"Irfan Nair",Mumbai,Maharashtra,41,4,10485.71,5,4,3,12,Loyal
C00175,"Isha Mishra",Ahmedabad,Gujarat,106,4,10480.43,3,4,3,10,Loyal
C00434,"Anvi Das",Pune,Maharashtra,65,5,10479.37,4,5,3,12,Loyal
C00140,"Vikram Reddy",Kolkata,"West bengal",151,3,10469.17,2,3,3,8,"At Risk"
C00570,"Aditya Mishra",Bengaluru,Karnataka,319,2,10455.29,1,1,3,5,"At Risk"
C00192,"Aisha Kulkarni",Visakhapatnam,"Andhra pradesh",94,3,10425.38,3,3,3,9,Regulars
C00075,"Rahul Chowdhury",Delhi,Delhi,182,4,10423.32,2,4,3,9,"At Risk"
C00061,"Diya Rao",Mumbai,Maharashtra,131,3,10418.28,3,3,3,9,Regulars
C00558,"Isha Sharma",Jaipur,Rajasthan,152,4,10410.26,2,4,3,9,"At Risk"
C00523,"Aarav Menon",Mumbai,Maharashtra,297,3,10408.85,1,2,3,6,"At Risk"
C00069,"Rahul Chowdhury",Jaipur,Rajasthan,89,4,10398.75,4,4,3,11,Loyal
C00686,"Vivaan Joshi",Hyderabad,Telangana,40,4,10384.93,5,4,3,12,Loyal
C00643,"Rohan Gupta",Jaipur,Rajasthan,47,4,10353.50,5,4,3,12,Loyal
C00154,"Aarav Chowdhury",Ahmedabad,Gujarat,106,5,10342.68,3,4,3,10,Loyal
C00338,"Neha Nair",Hyderabad,Telangana,241,2,10341.54,1,1,3,5,"At Risk"
C00607,"Anvi Khan",Kochi,Kerala,50,4,10335.56,5,4,3,12,Loyal
C00038,"Irfan Chowdhury",Kochi,Kerala,114,2,10332.62,3,2,3,8,Regulars
C00597,"Samar Reddy",Mumbai,Maharashtra,108,5,10325.06,3,4,3,10,Loyal
C01811,"Anvi Patel",Bengaluru,Karnataka,85,4,10310.32,4,4,3,11,Loyal
C00139,"Ritu Patel",Chennai,"Tamil nadu",139,5,10307.41,2,4,3,9,"At Risk"
C01948,"Rahul Nair",Visakhapatnam,"Andhra pradesh",89,3,10303.37,4,3,3,10,Regulars
C01168,"Kabir Mukherjee",Visakhapatnam,"Andhra pradesh",255,2,10294.56,1,1,3,5,"At Risk"
C00066,"Sneha Mukherjee",Bengaluru,Karnataka,160,3,10283.94,2,3,3,8,"At Risk"
C00011,"Rohan Joshi",Kolkata,"West bengal",72,4,10278.40,4,4,3,11,Loyal
C01375,"Aisha Nair",Chennai,"Tamil nadu",212,4,10252.34,1,3,3,7,"At Risk"
C00196,"Aisha Verma",Hyderabad,Telangana,79,4,10249.79,4,4,3,11,Loyal
C01167,"Vivaan Verma",Kochi,Kerala,183,4,10248.51,2,4,3,9,"At Risk"
C01345,"Kavya Sharma",Hyderabad,Telangana,97,6,10243.58,3,5,3,11,Loyal
C00274,"Samar Reddy",Chennai,"Tamil nadu",36,3,10223.40,5,3,3,11,Regulars
C00962,"Kabir Menon",Delhi,Delhi,188,3,10222.49,2,3,3,8,"At Risk"
C00257,"Diya Nair",Mumbai,Maharashtra,71,2,10195.45,4,2,3,9,Regulars
C01686,"Isha Menon",Visakhapatnam,"Andhra pradesh",41,4,10194.37,5,4,3,12,Loyal
C01231,"Sneha Basu",Lucknow,"Uttar pradesh",64,4,10190.89,4,4,3,11,Loyal
C00385,"Kabir Basu",Ahmedabad,Gujarat,64,4,10187.72,4,4,3,11,Loyal
C01310,"Ananya Rao",Pune,Maharashtra,267,4,10179.74,1,3,3,7,"At Risk"
C00394,"Diya Chandra",Kochi,Kerala,127,3,10177.95,3,3,3,9,Regulars
C01079,"Aisha Naidu",Delhi,Delhi,40,3,10173.84,5,3,3,11,Regulars
C01631,"Ananya Kulkarni",Chennai,"Tamil nadu",133,4,10154.25,3,4,3,10,Loyal
C00368,"Aarav Khan",Mumbai,Maharashtra,52,3,10141.74,5,3,3,11,Regulars
C00007,"Samar Rao",Hyderabad,Telangana,79,3,10124.88,4,3,3,10,Regulars
C01653,"Samar Singh",Delhi,Delhi,108,4,10106.57,3,4,3,10,Loyal
C00807,"Kavya Das",Jaipur,Rajasthan,51,3,10060.51,5,3,3,11,Regulars
C00090,"Neha Chowdhury",Jaipur,Rajasthan,96,4,10041.70,3,4,3,10,Loyal
C01065,"Samar Joshi",Chennai,"Tamil nadu",107,3,10020.78,3,3,3,9,Regulars
C01774,"Rohan Rao",Kolkata,"West bengal",190,3,10018.59,2,3,3,8,"At Risk"
C00446,"Sanya Iyer",Hyderabad,Telangana,198,2,10008.60,2,2,3,7,"At Risk"
C00689,"Rahul Nair",Jaipur,Rajasthan,41,4,10001.38,5,4,3,12,Loyal
C00803,"Diya Joshi",Visakhapatnam,"Andhra pradesh",62,1,9995.45,4,1,3,8,Regulars
C01008,"Ananya Mukherjee",Lucknow,"Uttar pradesh",162,4,9983.55,2,4,3,9,"At Risk"
C01448,"Aarav Joshi",Visakhapatnam,"Andhra pradesh",84,2,9981.86,4,2,3,9,Regulars
C00189,"Kavya Mukherjee",Ahmedabad,Gujarat,49,2,9981.54,5,2,3,10,Regulars
C01845,"Ritu Patel",Kochi,Kerala,110,2,9973.91,3,2,3,8,Regulars
C01185,"Irfan Das",Kochi,Kerala,39,4,9967.61,5,4,3,12,Loyal
C00267,"Aisha Mishra",Mumbai,Maharashtra,215,2,9945.85,1,2,3,6,"At Risk"
C00709,"Anvi Chowdhury",Delhi,Delhi,388,1,9943.58,1,1,3,5,"At Risk"
C01749,"Sanya Reddy",Pune,Maharashtra,96,4,9941.21,3,4,3,10,Loyal
C01359,"Ritu Mishra",Delhi,Delhi,81,3,9891.18,4,3,3,10,Regulars
C01592,"Anvi Gupta",Kolkata,"West bengal",38,3,9883.35,5,3,3,11,Regulars
C01388,"Rahul Basu",Visakhapatnam,"Andhra pradesh",57,4,9881.16,5,4,3,12,Loyal
C01789,"Irfan Das",Jaipur,Rajasthan,69,1,9874.53,4,1,3,8,Regulars
C00219,"Aisha Sharma",Hyderabad,Telangana,237,2,9838.44,1,2,3,6,"At Risk"
C00156,"Neha Menon",Kochi,Kerala,54,5,9829.42,5,5,3,13,Loyal
C01038,"Kabir Menon",Lucknow,"Uttar pradesh",105,3,9824.08,3,3,3,9,Regulars
C00518,"Kavya Chowdhury",Jaipur,Rajasthan,41,2,9814.68,5,2,3,10,Regulars
C01313,"Rahul Mukherjee",Delhi,Delhi,229,3,9807.32,1,2,3,6,"At Risk"
C01996,"Vivaan Reddy",Kolkata,"West bengal",98,1,9795.90,3,1,3,7,Regulars
C01063,"Isha Chandra",Chennai,"Tamil nadu",103,4,9770.62,3,4,3,10,Loyal
C01740,"Ritu Singh",Chennai,"Tamil nadu",39,4,9767.15,5,4,3,12,Loyal
C01484,"Ria Das",Hyderabad,Telangana,153,3,9760.21,2,3,3,8,"At Risk"
C00580,"Diya Rao",Jaipur,Rajasthan,251,2,9755.40,1,1,3,5,"At Risk"
C00889,"Kavya Patel",Visakhapatnam,"Andhra pradesh",75,2,9738.88,4,2,3,9,Regulars
C00238,"Sanya Menon",Kolkata,"West bengal",184,3,9717.47,2,3,3,8,"At Risk"
C00726,"Ria Singh",Bengaluru,Karnataka,108,4,9707.53,3,4,3,10,Loyal
C01928,"Neha Gupta",Mumbai,Maharashtra,58,4,9706.14,5,4,3,12,Loyal
C00913,"Aarav Nair",Jaipur,Rajasthan,97,3,9694.51,3,3,3,9,Regulars
C00077,"Ananya Rao",Delhi,Delhi,36,4,9677.83,5,4,3,12,Loyal
C00752,"Kabir Gupta",Ahmedabad,Gujarat,268,4,9674.06,1,3,3,7,"At Risk"
C01935,"Ritu Singh",Delhi,Delhi,46,3,9661.26,5,3,3,11,Regulars
C00301,"Neha Verma",Pune,Maharashtra,40,4,9658.99,5,4,3,12,Loyal
C00815,"Ritu Chandra",Jaipur,Rajasthan,157,4,9655.90,2,4,3,9,"At Risk"
C01536,"Anvi Menon",Lucknow,"Uttar pradesh",55,3,9653.06,5,3,3,11,Regulars
C01470,"Ria Iyer",Mumbai,Maharashtra,80,4,9640.56,4,4,3,11,Loyal
C01939,"Aisha Iyer",Ahmedabad,Gujarat,95,3,9636.44,3,3,3,9,Regulars
C00012,"Aditya Kulkarni",Hyderabad,Telangana,48,5,9634.45,5,5,3,13,Loyal
C00112,"Isha Naidu",Lucknow,"Uttar pradesh",124,4,9629.70,3,4,3,10,Loyal
C00262,"Rohan Reddy",Bengaluru,Karnataka,131,4,9623.79,3,4,3,10,Loyal
C00268,"Ritu Das",Pune,Maharashtra,97,5,9622.31,3,5,3,11,Loyal
C00480,"Sneha Sharma",Visakhapatnam,"Andhra pradesh",65,4,9597.64,4,4,3,11,Loyal
C01223,"Irfan Basu",Bengaluru,Karnataka,48,4,9594.08,5,4,3,12,Loyal
C00872,"Isha Naidu",Delhi,Delhi,93,5,9584.60,3,5,3,11,Loyal
C01233,"Ananya Basu",Delhi,Delhi,131,3,9582.87,3,3,3,9,Regulars
C01542,"Aarav Basu",Visakhapatnam,"Andhra pradesh",90,4,9554.31,4,4,3,11,Loyal
C00334,"Vivaan Das",Jaipur,Rajasthan,187,2,9552.85,2,2,3,7,"At Risk"
C00364,"Isha Khan",Pune,Maharashtra,55,3,9547.27,5,3,3,11,Regulars
C01208,"Neha Kulkarni",Lucknow,"Uttar pradesh",46,5,9531.47,5,5,3,13,Loyal
C01605,"Sanya Menon",Bengaluru,Karnataka,130,2,9529.50,3,2,3,8,Regulars
C00346,"Ritu Kulkarni",Visakhapatnam,"Andhra pradesh",261,3,9529.13,1,2,3,6,"At Risk"
C01085,"Samar Mukherjee",Kochi,Kerala,176,5,9507.31,2,4,3,9,"At Risk"
C01533,"Ria Mukherjee",Pune,Maharashtra,96,5,9501.45,3,5,3,11,Loyal
C01410,"Neha Singh",Ahmedabad,Gujarat,86,2,9494.75,4,2,3,9,Regulars
C01769,"Sanya Verma",Ahmedabad,Gujarat,168,1,9477.63,2,1,3,6,"At Risk"
C01850,"Kabir Sharma",Bengaluru,Karnataka,86,3,9474.17,4,3,3,10,Regulars
C00367,"Aarav Das",Mumbai,Maharashtra,179,2,9468.66,2,2,3,7,"At Risk"
C01600,"Kavya Rao",Delhi,Delhi,124,3,9455.69,3,3,3,9,Regulars
C01703,"Aarav Menon",Lucknow,"Uttar pradesh",48,2,9445.36,5,2,3,10,Regulars
C01210,"Kabir Kulkarni",Ahmedabad,Gujarat,70,3,9424.10,4,3,3,10,Regulars
C00255,"Diya Chowdhury",Chennai,"Tamil nadu",298,3,9418.09,1,2,3,6,"At Risk"
C01325,"Vivaan Kulkarni",Jaipur,Rajasthan,116,6,9403.26,3,5,3,11,Loyal
C00455,"Aisha Chowdhury",Bengaluru,Karnataka,75,3,9381.40,4,3,3,10,Regulars
C00273,"Rahul Nair",Visakhapatnam,"Andhra pradesh",61,4,9379.98,5,4,3,12,Loyal
C00939,"Rahul Chandra",Kolkata,"West bengal",76,4,9377.89,4,4,3,11,Loyal
C01142,"Neha Verma",Chennai,"Tamil nadu",130,3,9377.55,3,3,3,9,Regulars
C01610,"Rahul Rao",Kolkata,"West bengal",138,3,9369.85,2,3,3,8,"At Risk"
C01829,"Ritu Naidu",Hyderabad,Telangana,127,3,9359.15,3,3,3,9,Regulars
C00993,"Neha Iyer",Mumbai,Maharashtra,140,3,9355.34,2,3,3,8,"At Risk"
C01860,"Sanya Sharma",Hyderabad,Telangana,200,2,9330.64,2,2,3,7,"At Risk"
C01664,"Diya Rao",Lucknow,"Uttar pradesh",84,4,9329.05,4,4,3,11,Loyal
C00708,"Isha Reddy",Ahmedabad,Gujarat,85,5,9319.86,4,5,3,12,Loyal
C01618,"Ritu Das",Pune,Maharashtra,276,4,9315.18,1,3,3,7,"At Risk"
C01373,"Kavya Iyer",Visakhapatnam,"Andhra pradesh",44,4,9306.17,5,4,3,12,Loyal
C00483,"Kabir Rao",Mumbai,Maharashtra,109,3,9300.19,3,3,3,9,Regulars
C00836,"Kavya Nair",Mumbai,Maharashtra,63,3,9294.32,4,3,3,10,Regulars
C01609,"Rahul Chandra",Visakhapatnam,"Andhra pradesh",231,2,9291.50,1,2,3,6,"At Risk"
C01838,"Sneha Mishra",Lucknow,"Uttar pradesh",207,5,9281.71,2,4,3,9,"At Risk"
C00397,"Neha Kulkarni",Kolkata,"West bengal",58,3,9231.88,5,3,3,11,Regulars
C01784,"Samar Verma",Pune,Maharashtra,69,3,9211.13,4,3,3,10,Regulars
C01440,"Vikram Mishra",Delhi,Delhi,86,2,9209.42,4,2,3,9,Regulars
C01393,"Aisha Iyer",Pune,Maharashtra,195,4,9194.07,2,3,3,8,"At Risk"
C00152,"Irfan Gupta",Bengaluru,Karnataka,200,3,9192.62,2,2,3,7,"At Risk"
C01459,"Sanya Verma",Kolkata,"West bengal",145,2,9192.14,2,2,3,7,"At Risk"
C00850,"Ria Sharma",Hyderabad,Telangana,40,2,9160.17,5,2,3,10,Regulars
C00644,"Ananya Joshi",Mumbai,Maharashtra,83,5,9153.46,4,5,3,12,Loyal
C01738,"Samar Sharma",Mumbai,Maharashtra,154,3,9149.09,2,3,3,8,"At Risk"
C00187,"Vikram Das",Jaipur,Rajasthan,40,3,9146.70,5,3,3,11,Regulars
C01409,"Neha Singh",Hyderabad,Telangana,361,1,9139.92,1,1,3,5,"At Risk"
C00740,"Samar Nair",Ahmedabad,Gujarat,41,3,9122.44,5,3,3,11,Regulars
C01352,"Vivaan Iyer",Mumbai,Maharashtra,315,3,9117.89,1,2,3,6,"At Risk"
C01232,"Kabir Mukherjee",Bengaluru,Karnataka,98,4,9115.02,3,4,3,10,Loyal
C01818,"Ananya Iyer",Bengaluru,Karnataka,39,5,9096.11,5,5,3,13,Loyal
C01898,"Neha Menon",Ahmedabad,Gujarat,134,4,9089.89,2,4,3,9,"At Risk"
C00979,"Irfan Chowdhury",Ahmedabad,Gujarat,149,2,9074.18,2,2,3,7,"At Risk"
C00254,"Irfan Iyer",Chennai,"Tamil nadu",275,2,9066.44,1,1,3,5,"At Risk"
C01027,"Samar Mukherjee",Kolkata,"West bengal",37,5,9061.91,5,5,3,13,Loyal
C00216,"Aditya Mukherjee",Bengaluru,Karnataka,128,3,9058.28,3,3,3,9,Regulars
C00432,"Vivaan Basu",Kolkata,"West bengal",133,2,9044.06,3,2,3,8,Regulars
C01649,"Diya Mukherjee",Jaipur,Rajasthan,89,3,9037.63,4,3,3,10,Regulars
C01276,"Ananya Naidu",Pune,Maharashtra,248,4,9022.15,1,3,3,7,"At Risk"
C01767,"Vivaan Gupta",Hyderabad,Telangana,108,2,9017.00,3,2,3,8,Regulars
C00461,"Ritu Patel",Visakhapatnam,"Andhra pradesh",182,4,9011.13,2,4,3,9,"At Risk"
C01152,"Sneha Mukherjee",Pune,Maharashtra,177,3,9009.92,2,3,3,8,"At Risk"
C00955,"Sneha Gupta",Jaipur,Rajasthan,72,2,8993.85,4,2,3,9,Regulars
C00628,"Neha Gupta",Kolkata,"West bengal",119,3,8988.18,3,3,3,9,Regulars
C00698,"Aisha Chowdhury",Jaipur,Rajasthan,85,3,8983.08,4,3,3,10,Regulars
C01672,"Isha Gupta",Hyderabad,Telangana,113,6,8962.25,3,5,3,11,Loyal
C00721,"Irfan Patel",Visakhapatnam,"Andhra pradesh",169,4,8959.39,2,4,3,9,"At Risk"
C01579,"Rohan Kulkarni",Chennai,"Tamil nadu",91,2,8949.75,4,2,3,9,Regulars
C01652,"Neha Singh",Ahmedabad,Gujarat,122,3,8948.58,3,3,3,9,Regulars
C01070,"Aditya Mishra",Visakhapatnam,"Andhra pradesh",74,5,8940.51,4,5,3,12,Loyal
C00133,"Samar Patel",Mumbai,Maharashtra,98,2,8933.12,3,2,3,8,Regulars
C01385,"Rohan Das",Ahmedabad,Gujarat,115,4,8933.02,3,4,3,10,Loyal
C01538,"Kabir Basu",Kolkata,"West bengal",187,2,8921.08,2,2,3,7,"At Risk"
C01051,"Neha Mishra",Kochi,Kerala,52,3,8916.89,5,3,3,11,Regulars
C01702,"Irfan Basu",Visakhapatnam,"Andhra pradesh",60,3,8910.66,5,3,3,11,Regulars
C00919,"Isha Rao",Pune,Maharashtra,171,3,8905.44,2,3,3,8,"At Risk"
C01902,"Diya Mishra",Bengaluru,Karnataka,111,4,8901.02,3,4,3,10,Loyal
C01869,"Kabir Iyer",Kochi,Kerala,191,3,8879.18,2,3,3,8,"At Risk"
C01551,"Sneha Das",Pune,Maharashtra,114,3,8876.11,3,3,3,9,Regulars
C01294,"Diya Patel",Visakhapatnam,"Andhra pradesh",99,2,8872.96,3,2,3,8,Regulars
C01211,"Ritu Naidu",Chennai,"Tamil nadu",72,3,8867.08,4,3,3,10,Regulars
C00894,"Aarav Basu",Kochi,Kerala,104,4,8847.53,3,4,3,10,Loyal
C00875,"Isha Sharma",Pune,Maharashtra,69,4,8832.67,4,4,3,11,Loyal
C00317,"Neha Menon",Kolkata,"West bengal",221,4,8800.54,1,3,3,7,"At Risk"
C00586,"Ria Singh",Visakhapatnam,"Andhra pradesh",119,6,8778.59,3,5,3,11,Loyal
C01111,"Neha Joshi",Mumbai,Maharashtra,111,4,8778.33,3,4,3,10,Loyal
C01369,"Rohan Verma",Kochi,Kerala,58,3,8772.29,5,3,3,11,Regulars
C01832,"Aditya Rao",Chennai,"Tamil nadu",51,2,8767.16,5,2,3,10,Regulars
C01669,"Sneha Basu",Lucknow,"Uttar pradesh",160,2,8756.73,2,2,3,7,"At Risk"
C01650,"Kavya Khan",Jaipur,Rajasthan,89,5,8748.94,4,5,3,12,Loyal
C00248,"Anvi Verma",Delhi,Delhi,76,4,8723.76,4,4,3,11,Loyal
C01075,"Diya Naidu",Delhi,Delhi,76,2,8720.77,4,2,3,9,Regulars
C00288,"Sneha Rao",Kochi,Kerala,68,3,8675.48,4,3,3,10,Regulars
C01651,"Ananya Khan",Pune,Maharashtra,107,3,8661.80,3,3,3,9,Regulars
